filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
OAF_perch_fear.wav,0.3218022585,0.02300719731,2371.36589,2389.021403,4260.76554,0.1073652627,-452.0177917,51.53148651,7.443667889,-6.360619068,3.777364969,10.77251816,-7.877985477,-8.600970268,-14.47589111,2.415258408,-17.33241463,-7.432360649,-5.684324265,7.502633572,0.285233587,3.879930496,3.884693623,8.503858566,3.154700279,3.011181116,OAF_Fear
OAF_take_fear.wav,0.2812631428,0.02322682366,2482.006243,2456.337666,4726.230469,0.1086844308,-416.4061279,49.458992,5.935376167,5.034899235,6.09519577,-0.1441195011,-18.72676086,-3.816190481,-12.51780796,-4.824211597,-12.56210136,-8.211751938,-0.3460604548,1.032548666,0.05305545032,0.4394679368,-4.946603775,6.880923271,0.09932264686,-3.155210733,OAF_Fear
OAF_shawl_fear.wav,0.2652623057,0.02528455295,2583.579591,2414.980409,4748.677858,0.1339266065,-408.309845,51.45166779,13.65582371,-2.701862812,-16.54944038,-5.7502985,-7.513103008,5.571660519,-16.49331284,2.572884083,-16.59316063,-8.635565758,-4.898741245,1.32683897,-3.140600443,1.250630021,-7.188182354,2.49614048,-5.0020051,-7.669961452,OAF_Fear
OAF_dime_fear.wav,0.2297989428,0.01876682416,2245.426074,2432.210567,4437.400221,0.09634001359,-455.2398376,62.19638062,10.65391159,-13.44140339,0.9568939209,6.791165352,-13.91690445,-2.30993104,-18.50321579,-3.402495384,-12.29867649,-8.702566147,-7.30431366,3.205639601,-5.491406918,2.541352987,-4.411547184,6.054021358,1.845091343,3.844520569,OAF_Fear
OAF_fat_fear.wav,0.3040587604,0.01859433018,3082.494382,2595.183048,5217.276664,0.1776989923,-416.0404358,53.150383,4.448742867,-20.48216629,2.825090408,1.221561313,-13.75183582,-0.2531347275,-19.85305786,1.967083931,-13.16855717,-1.905569792,-8.026025772,4.903965473,-0.1100628078,3.146408558,-2.817166805,5.758535385,2.831906796,3.034600019,OAF_Fear
OAF_reach_fear.wav,0.2530367076,0.0221569445,2226.856567,2286.290319,4013.177985,0.1063661318,-460.3983459,51.30903625,9.797973633,3.182581425,1.936049342,7.989650249,-7.896987438,-6.998013973,-15.48476124,-2.996777534,-23.24134064,-3.513224363,-6.148153305,-0.5462071896,-0.8146356344,-0.5091981888,0.2811155617,5.10948801,-1.79445529,-1.742606759,OAF_Fear
OAF_keg_fear.wav,0.2661319971,0.02714155242,2273.471064,2251.788642,3917.223261,0.1062114877,-412.5675964,51.47608948,-2.506333828,5.731300354,7.184247017,-4.210093975,-20.24708366,-0.9295529723,-14.46927071,-2.326642036,-19.05838966,-6.213393688,-3.366639614,0.686126709,-6.413653851,0.7686891556,-1.930559993,1.587131023,2.742655754,-3.451122522,OAF_Fear
OAF_love_fear.wav,0.2401049733,0.02190730348,2369.229405,2462.916401,4353.72442,0.1105847715,-433.0723572,56.09833527,11.93569946,-10.57176495,-6.168818951,3.249165058,-3.591852903,1.441778898,-22.11902618,-4.528714657,-19.81934357,-4.352708817,-0.9627310038,-0.16392757,-3.477255344,1.511340261,-5.872538567,5.178751469,-5.335796833,-5.745883465,OAF_Fear
OAF_bite_fear.wav,0.2593893409,0.02154304087,2249.891917,2415.103102,4148.352693,0.100902892,-439.2117004,60.26337051,12.52077007,-3.445197344,2.283303261,2.585924625,-11.59649372,3.064017296,-17.60414886,-2.168778181,-17.88065529,-8.131487846,-7.294718742,0.9399238825,-3.133308649,2.060866833,-2.928275585,5.854717731,-1.020588875,-5.064353943,OAF_Fear
OAF_back_fear.wav,0.3170412183,0.02771478333,2066.44935,2248.438389,3678.588867,0.09505208333,-434.7845764,62.29227066,1.310813189,-7.593494415,2.342312336,3.892958164,-14.1933136,0.2957685292,-11.29968452,4.518313885,-13.44726181,-6.320589066,-4.544525623,-0.4457710683,-1.291752219,2.90044117,-5.883133888,5.00236702,2.602202892,-6.823027134,OAF_Fear
OAF_white_fear.wav,0.2626418471,0.0271148514,2151.2765,2330.297314,3823.235819,0.09511577219,-433.0235291,55.0255394,9.377788544,-0.2701242566,-0.6936270595,-6.582540035,-12.00049973,2.109573841,-20.27874756,3.746845722,-19.00221634,-4.542220592,-5.022731781,1.079578161,-4.292681217,0.3590173721,-2.067458391,2.587510109,-3.954183817,-5.220005989,OAF_Fear
OAF_moon_fear.wav,0.1964463592,0.02607726119,1936.95191,2215.71796,3307.275026,0.08589377332,-451.2594604,74.81054688,19.38655853,-9.418787956,-0.3191998005,2.358940601,-4.849586487,2.07470417,-21.69499207,-12.95254707,-22.91877937,-9.766319275,-8.243906975,3.053241491,-4.430921555,3.399863005,-9.448182106,4.10760498,-2.020729303,-5.147038937,OAF_Fear
OAF_shall_fear.wav,0.308442086,0.02559501864,2602.337375,2326.706899,4573.442264,0.1426912633,-412.8795166,38.59624481,1.104205608,-2.144023418,-10.05237961,-2.624889374,-10.15082645,4.705772877,-16.58299065,3.068763971,-15.05613708,-5.684809685,-3.037667513,1.397687554,-4.709599018,-2.431726456,-5.478529453,5.007863998,-0.08137788624,-3.997924089,OAF_Fear
OAF_talk_fear.wav,0.3142153919,0.02193786204,2345.936112,2369.0644,4360.326145,0.1065723994,-435.0686035,58.91936111,4.80567646,-9.348474503,-7.311924934,5.642963886,-11.48276615,1.823398948,-15.08401299,1.09453094,-18.44569969,-3.097563744,-7.909338474,5.534676075,-5.640731335,0.3523097336,-4.560005665,3.385387421,4.026548386,-1.611629009,OAF_Fear
OAF_shout_fear.wav,0.2869523168,0.01716621034,2677.285575,2397.851945,4785.981858,0.1452189701,-429.3494263,50.16456985,8.56234169,0.2168203592,-4.969407082,1.583299518,-13.16046143,-4.875226974,-14.9411087,-3.480154037,-15.07758045,-3.234223604,-9.031643867,1.353034854,-0.4343297184,1.315654278,1.529762387,8.069647789,2.954751968,1.268044353,OAF_Fear
OAF_keen_fear.wav,0.2591029108,0.02494844235,2478.501135,2470.973879,4873.681641,0.1137766078,-446.9763794,37.14824295,16.22809029,3.705946445,0.779707551,5.212405682,-8.802897453,2.388050795,-20.53380775,-6.922148705,-16.98983383,-6.007962227,-11.49180031,3.727948189,-5.007824898,0.7963004112,0.6310216784,4.429568291,-2.523008823,0.7487142682,OAF_Fear
OAF_sell_fear.wav,0.2816128731,0.02115576901,2951.655422,2455.027522,5038.294534,0.1803337546,-402.635498,44.38270187,19.73965263,-8.867074013,-14.78754425,3.006772041,-14.16553974,0.3444497287,-15.83973408,2.695445061,-16.24416733,-6.642810822,-6.380648613,4.191380978,-1.946622729,-1.399845243,-4.893556118,5.26586628,1.256064415,-3.463897228,OAF_Fear
OAF_dog_fear.wav,0.2304667979,0.03803732991,2122.646587,2324.883465,3773.693848,0.08563232422,-400.7784424,61.82024002,6.58847332,-13.30586052,-7.140789986,3.77592659,-12.09708881,-1.407204509,-17.03050232,-5.251969337,-17.81871986,0.2007416487,-6.896316528,3.581409931,-6.957489967,-1.953465462,-8.891620636,-0.2853933871,0.447712779,0.1880527735,OAF_Fear
OAF_rat_fear.wav,0.2898112833,0.02339711785,2220.272666,2362.271008,4114.038086,0.09699164497,-433.5315247,67.16369629,8.771802902,-16.44264793,-3.024232626,8.991044998,-18.48727226,-1.382600307,-10.41595078,-2.391361475,-14.35860348,-0.5471835732,-14.05070019,4.382815838,-3.384206533,0.6715934277,-5.438904762,2.878678322,0.8571355343,-7.345972061,OAF_Fear
OAF_tire_fear.wav,0.2730206847,0.03502286226,2293.418025,2334.327642,4062.865482,0.1007535564,-382.8093262,58.44546127,0.4896192849,-14.47201061,-7.15140295,6.175404549,-18.47750282,-8.248812675,-12.1479578,2.101049662,-19.22418213,-1.03614974,-9.497096062,6.186495781,-6.98693943,-1.15716362,-5.846368313,-1.08850491,0.305940479,-7.274002552,OAF_Fear
OAF_sail_fear.wav,0.28310287,0.02920965478,3041.951515,2469.887923,5588.024543,0.1780646829,-377.0775757,32.24563217,5.933704853,-4.252850533,-9.540484428,-1.214341879,-18.074543,-3.33174181,-19.12802124,2.93466258,-17.22572708,-5.637935162,-3.417423725,5.469558239,-2.963522434,-0.2193974257,-6.044083595,3.569991589,0.2955468595,-0.7507301569,OAF_Fear
OAF_wife_fear.wav,0.2610286474,0.03117987327,2691.330114,2610.621477,4901.576926,0.1133700284,-408.9778748,45.63127899,11.66386604,-14.52063942,-5.452859879,0.9759655595,-13.78896236,0.01332745422,-17.44316864,-2.604918957,-17.44714355,-2.644784212,-11.41478825,5.013184071,-7.167183876,1.787754536,-1.566699743,2.464404583,2.834102631,5.716579437,OAF_Fear
OAF_haze_fear.wav,0.2498264015,0.02159389853,2622.210398,2427.806532,4740.425442,0.1293449955,-423.4138184,46.02732086,6.661064625,7.481670856,3.448358059,-1.422671318,-20.90934944,-0.9843668342,-15.87962246,0.8479335904,-21.83279228,-6.465225697,-2.918991089,2.274771929,-4.607034206,0.6764730215,-2.32882762,3.950928211,-0.5509375334,-3.624314308,OAF_Fear
OAF_food_fear.wav,0.2964277864,0.03407415748,2505.075513,2564.252289,4859.978693,0.1003343987,-424.9526978,41.7648201,10.5959425,-5.465823174,2.255403996,8.616163254,-7.749365807,-1.852751255,-22.76973343,-2.155950069,-21.66140175,0.5131931305,-7.835531712,1.406945229,-5.12046051,3.797780991,-1.92156136,5.682675838,7.436244011,14.93402958,OAF_Fear
OAF_gaze_fear.wav,0.2580334246,0.0202105511,2677.044053,2602.103527,5304.984816,0.1274146511,-434.6758118,44.91609573,13.11837864,7.19719553,8.333095551,-4.304234028,-15.48431492,-2.45211792,-13.62882137,-0.7047665119,-20.28564072,-7.543460369,-1.79383409,-1.944843888,-2.16687417,0.4267594516,-2.019193888,7.848268509,-4.428739548,-6.775899887,OAF_Fear
OAF_king_fear.wav,0.2723320127,0.02217779681,2325.571481,2372.693188,4386.774902,0.102859933,-447.3540039,50.31597137,13.07460403,2.917068005,6.302361012,-2.083548546,-15.28427219,3.4025383,-22.26889801,-9.948734283,-15.77788448,-6.403838634,-6.206884384,2.429759979,-4.172282696,4.250068665,1.453624725,8.237799644,3.452334166,4.380605698,OAF_Fear
OAF_turn_fear.wav,0.3044168353,0.02736161835,2279.135822,2366.832909,4328.313654,0.1036995231,-432.9855347,56.79273224,14.79213333,-6.990633011,-2.461531401,11.99689865,-11.41964722,-6.413396835,-10.95563221,0.7320536375,-14.71496773,-11.50788498,-7.423296928,6.137076855,-7.228636265,2.301328897,-0.8099560142,5.21099472,4.873708725,3.888001204,OAF_Fear
OAF_get_fear.wav,0.2730215192,0.031525556,2277.689885,2350.21513,4084.771729,0.09894670759,-399.0863953,60.05298233,-1.294467211,-8.427014351,0.08412350714,1.365338206,-20.43192482,-2.911263943,-15.98919964,-0.324682802,-18.88598442,-0.5744718909,-7.104903698,2.155759335,-4.525569439,-0.6480007768,-5.852219105,4.744818211,7.831631184,5.050548077,OAF_Fear
OAF_rose_fear.wav,0.2240911871,0.03160228953,2413.284319,2377.326945,4174.116426,0.1201530905,-408.3268433,57.92886353,12.7208395,-13.8225317,-10.63601971,-2.709399462,-5.025519371,-2.371299267,-22.09757233,2.910861969,-24.83390808,-4.368204594,-9.684754372,0.1920218468,-3.276135445,4.26607132,-6.375539303,1.301236153,-4.631761074,-4.222430229,OAF_Fear
OAF_mob_fear.wav,0.2290347368,0.03441545367,2023.042748,2153.965916,3461.145738,0.09990377987,-408.9780884,71.39459229,20.22501564,-8.602255821,-14.76171589,4.125709534,-11.96309566,1.457938194,-16.55477524,-7.276180267,-14.23057079,-5.856360435,-8.747525215,4.140900135,-8.401192665,-1.248031855,-3.540896893,-0.5414834619,-0.9477045536,-5.681106567,OAF_Fear
OAF_thought_fear.wav,0.2770890892,0.03222553432,2732.222494,2467.625276,4873.831177,0.1466810438,-394.4696655,51.79037857,10.30532455,-14.01460075,-10.37791443,3.511644125,-16.00022316,4.467505455,-16.00699806,-2.631327391,-16.32242775,-2.71577096,-9.806337357,5.01255703,-7.368488789,-0.6783363819,-3.426053524,-1.534565687,0.4592544734,-5.304018497,OAF_Fear
OAF_soap_fear.wav,0.3062373996,0.02508293651,2770.644951,2370.990787,4683.908164,0.1715780722,-427.8466492,37.3286972,20.18677711,-0.4355627596,-11.8474474,0.3300425708,-11.67446327,4.012288094,-17.38615608,3.20680356,-16.53905678,-3.626828194,-8.45213604,5.403744221,-2.482367516,3.293488026,-2.84071517,1.775398016,-0.3436894417,-3.185699224,OAF_Fear
OAF_third_fear.wav,0.2813657224,0.02256286703,2791.31214,2513.25866,4835.280762,0.1473842076,-414.1834106,51.81225967,12.58864212,-16.05194664,3.788985252,4.561393738,-16.66996574,-9.875926971,-18.17665672,0.2161486,-18.08986282,-10.40627956,-1.969920993,0.1143192053,-3.545510054,4.173196316,-6.380053043,11.38366413,0.9304841161,0.1316803843,OAF_Fear
OAF_rough_fear.wav,0.2954230309,0.03006616049,2489.814726,2524.378366,4429.533691,0.09925362723,-419.7967224,45.91963959,6.251121998,-16.82213402,-5.357457638,2.612726212,-3.901729584,1.442457795,-18.6712513,1.538483143,-17.84461975,-0.000624425069,-2.503684998,-0.3619155884,-3.770607233,3.17445612,-6.603307724,5.936676502,-0.9972522259,-2.857327223,OAF_Fear
OAF_germ_fear.wav,0.2513886094,0.02691733837,2274.54086,2427.768879,4226.78833,0.09273952908,-438.8430786,50.88442993,13.85934448,-9.420372963,2.258588076,11.34523296,-13.05468369,-5.377333164,-17.21946144,1.561158895,-21.06473351,-10.07109261,-3.683663368,-1.610226631,-5.441308975,3.426395178,-8.659377098,6.014734268,-1.955661178,-2.379529953,OAF_Fear
OAF_kite_fear.wav,0.3013288975,0.01844834909,2372.136248,2475.965199,4476.171875,0.1008262029,-451.4145203,58.79449081,6.855079651,-2.707793236,4.061397552,-1.783079982,-10.34406948,-1.789346457,-14.10883999,-1.574274778,-17.96574974,-5.482509136,-5.035497665,-0.6365738511,-0.1338508874,2.245767117,-1.720387101,8.813514709,2.108431578,3.065341234,OAF_Fear
OAF_pain_fear.wav,0.3173461258,0.02335368469,2032.782743,2322.139232,3930.240234,0.07570963542,-447.5170898,55.89849472,11.20866585,5.825809479,3.741482735,2.294132233,-14.86932755,2.271937847,-13.53334904,-7.984507561,-13.64717579,-7.196731091,-5.540619373,3.951922655,-6.46009922,-0.8528165221,-0.3177237809,4.11371851,5.014291763,0.9161055684,OAF_Fear
OAF_base_fear.wav,0.3052082062,0.02444690838,2580.907613,2465.929043,4819.44987,0.1296175733,-443.9208679,39.4991188,10.76724148,6.13426733,7.718704224,0.8430591822,-13.45902538,-1.792297959,-12.82587814,1.576593876,-18.26530457,-5.992613792,-3.518564463,3.540711164,-0.6229557395,2.411268711,-1.45690763,3.796396971,-3.054311991,-2.030738831,OAF_Fear
OAF_pick_fear.wav,0.3201088309,0.02608974837,2266.28032,2456.544942,4485.173376,0.09397592118,-434.2598267,54.77885437,7.155981064,-1.733347178,5.47033453,-0.3054825664,-16.80550385,-2.730929136,-10.96718502,-0.1546024531,-16.02358246,-1.353747964,-3.402730227,6.246740818,-1.583128572,-1.866495132,-1.70239532,3.802827358,0.7841481566,-2.422115088,OAF_Fear
OAF_date_fear.wav,0.2336610854,0.02652732097,2298.67844,2420.061146,4322.632195,0.09462603401,-433.1037598,55.17944336,12.98347569,4.497850418,7.554491043,-0.4113768041,-17.63437271,-1.88793385,-16.63424301,-1.362645626,-23.23497581,-6.224024296,-6.812106609,3.1569345,-8.655454636,1.16442287,-3.157196999,2.617035151,1.992263079,-2.451723099,OAF_Fear
OAF_mill_fear.wav,0.2250249088,0.03038150258,1963.649803,2113.268912,3220.042067,0.09317908654,-415.7840576,73.92240906,14.45108032,-5.217095375,-6.425895214,1.825084567,-15.14356136,-0.1881372929,-15.85042095,-5.721458912,-15.33886719,-14.40614223,-11.55235195,4.483388901,-9.786131859,0.628446281,-3.519802809,-0.4375758171,-1.613866687,-7.003157616,OAF_Fear
OAF_judge_fear.wav,0.283744514,0.0265120361,2588.5416,2430.145996,4872.581826,0.1120762979,-420.1240234,42.86132431,4.35346365,6.279903412,2.065063,3.768820524,-15.29282284,-0.3616590202,-17.64437675,-0.693266809,-16.05247307,-5.170868397,-10.65377712,5.28278923,-6.329129219,-0.4487276971,-1.804957986,4.51635313,1.451328993,-0.6570184231,OAF_Fear
OAF_book_fear.wav,0.2611915171,0.01968193799,2256.648059,2419.849032,4141.040039,0.09829179067,-462.4358826,61.2743988,20.54829597,-5.572121143,-3.168115377,6.283638,-10.27562141,-1.912253976,-16.18055725,2.107591391,-18.83279037,-5.951449394,-6.861838341,-0.4542468786,1.43612361,2.832708836,-3.56413722,4.50493145,-1.591596127,-2.728493214,OAF_Fear
OAF_whip_fear.wav,0.2862184644,0.0214399118,2223.492547,2318.189867,3894.184786,0.1087215648,-458.2650757,60.0782547,17.08514786,-8.157725334,1.683164358,3.912525892,-6.348891258,-2.470240831,-18.11790085,-0.8062860966,-12.09226894,-5.001481056,-2.325300217,-1.341374159,-0.8806833625,3.861738205,-5.968586922,6.441811562,-3.400594711,-4.02721262,OAF_Fear
OAF_bought_fear.wav,0.2460886687,0.01999292895,2104.304981,2249.972806,3530.209801,0.1006419698,-450.2154236,71.88319397,17.47880363,-11.37819099,-10.54906082,3.200278759,-9.504709244,5.015046597,-15.66068077,-1.161435723,-16.60787201,-8.045523643,-9.639077187,1.612678766,-3.279071569,1.284007311,-1.398873448,6.622494698,1.235019088,-6.141561508,OAF_Fear
OAF_fail_fear.wav,0.244919911,0.02515740693,2872.491962,2576.840744,5635.999253,0.1563864315,-414.5514526,47.56846619,9.307594299,-10.23243523,0.3563807011,-0.7169118524,-16.20752525,-4.389341831,-17.08725166,1.802739501,-17.13116264,-5.137135983,-3.365213156,3.088798285,-1.23687315,1.520026684,-7.189064503,7.629515648,-0.6745992303,0.03488146886,OAF_Fear
OAF_jail_fear.wav,0.253157407,0.0200376641,2344.459834,2503.777184,4616.575195,0.09585286458,-453.7478638,54.11275864,13.8677845,-5.543217659,-0.387843132,0.02495889738,-11.12285137,0.1253655702,-19.65269661,-1.402495027,-17.29350662,-7.599769115,-3.74960947,2.276566982,-3.057265997,0.5460036397,-2.052237511,9.290236473,-0.6359577179,-1.612395883,OAF_Fear
